,Zip_Code,Year_Built,Energy_Star,Site_EUI,Nat_Gas,Elec_Use,GHG,Water_Use,NGI,EI,WI,GHGI,OPSFT,Age
147,-1.0069151162039807,-1.7512851198958874,1.3902268258184092,-0.038876609643011276,-0.02137907461139261,-0.07255621359820834,-0.04653468049635812,-0.11985633892339488,-0.016820029902000176,-0.034899875051562036,-0.0893915964764838,-0.039677983646036315,1.3632982868330186,1.7512851198958892
149,-1.0069151162039807,0.3930525301164218,-1.562804719773494,-0.031923450588010514,0.0035090606832658723,0.3073146268916372,-0.006470573141059671,0.5391850706723793,-0.011775929699211922,0.011981757941665309,0.0018512967754518903,-0.030749193080490084,-1.8125660484614183,-0.39305253011642044
152,-1.0069151162039807,2.0804001891425012,0.9964892864061554,-0.035893683401893126,-0.0203147775040695,-0.05506229265774633,-0.044758583565322294,-0.1171453771438913,-0.014502007373786674,-0.010101615434738085,-0.08997537225183089,-0.03529102213838238,0.948260483225346,-2.0804001891425004
153,-1.0069151162039807,1.7991755793048214,1.1933580561122823,-0.03516895836443837,-0.015232861983119437,-0.05092303540232326,-0.0402878804724247,-0.07046266082496706,-0.012343387530546588,-0.04048178517773639,-0.07920490669008619,-0.0358742110800679,-0.9495714370053226,-1.7991755793048203
155,-1.0069151162039807,-0.8373051379234278,,-0.034643795293818974,-0.017837297274729835,0.034030198293813874,-0.038180229826690226,-0.05107734932610713,-0.014990108048128893,0.014986041758151361,-0.06782661080004343,-0.03356980144671619,-1.021634850987482,0.8373051379234294
160,-1.0069151162039807,-1.0482235953016876,1.094923671259219,-0.03750068239798847,-0.02027449040387011,-0.031026116753991074,-0.04351086375559065,-0.07522448453841918,-0.016468663308367378,-0.009535093704652114,-0.06438046885428735,-0.037128683860474354,-0.36647940671628393,1.0482235953016894
167,-1.0614162418179125,1.9749409604533712,,-0.032963273467836916,-0.005012659509442222,0.2478401162758579,-0.01017155612598197,0.07153278267619301,-0.01417816573952383,0.0016733747954510729,-0.08134823268104359,-0.03175085739605687,-1.8058328370453642,-1.9749409604533703
171,-1.0069151162039807,-1.8918974248147273,,-0.04051511842334378,-0.01909881515426448,-0.03667221356078838,-0.042810266153506596,-0.008205002460490178,-0.01814045636300133,-0.05190564966188837,-0.08978952711552272,-0.04243118687326754,-1.7100771291283383,1.8918974248147293
178,-1.0069151162039807,1.0961140547106216,-1.2675015652143036,-0.030221922239203686,-0.005982756645666256,0.001028221085053509,-0.029904274206085248,0.08815933206190575,-0.006985815740473745,-0.02012837167720794,-0.01501147531781052,-0.028957921141519124,-1.2427367061065433,-1.0961140547106203
182,-1.0069151162039807,-1.7512851198958874,0.9308663631707798,-0.035442043161160446,-0.01763709420740927,-0.05835166080238009,-0.04267905054910289,-0.0840880321197684,-0.012838078948846941,-0.03738716339422767,-0.07426585110607914,-0.03607776653980869,-0.43821402448929647,1.7512851198958892
198,-1.0614162418179125,1.7991755793048214,,-0.03408712243896241,-0.020445315089517538,-0.05527503756450085,-0.04487925505865784,-0.12510868510828532,-0.01471621983470091,-0.009018061142077222,-0.101987012404232,-0.03540317676405271,1.0315165417101466,-1.7991755793048203
202,-1.0614162418179125,-1.5403666625176275,-0.44721502477210834,-0.03538952685409851,-0.01790590082034265,-0.03659524080948002,-0.041805060898342516,-0.10074872460094086,-0.01373437717307062,-0.02097468034162607,-0.09132448373308615,-0.03550406159965955,-0.5846435281773942,1.5403666625176293
204,-1.0614162418179125,1.2367263596294615,-0.7097067177136108,-0.03595670297036745,-0.021094022740468666,-0.02561284227707385,-0.04392442722304161,-0.08944166948785606,-0.01664818921879169,0.033974097683375816,-0.050616992118613195,-0.03350157902688767,0.7768896486284018,-1.2367263596294604
206,-1.0614162418179125,-1.2239889764502376,,-0.03631381385838864,-0.019940356496379354,-0.06464602815604018,-0.04492846091030923,-0.12434615597635106,-0.014201394813437814,-0.03066098639576385,-0.1032943869213319,-0.03679705210463066,0.5931238206337265,1.2239889764502394
208,-1.0614162418179125,1.6585632743859813,-0.7753296409489865,-0.03223854843038215,-0.01835818691499713,-0.01934431458043953,-0.03829035720895762,-0.09504910386552781,-0.014649243746949535,-0.009972862769445054,-0.0889205174145137,-0.0312245764470143,-0.6886827062777766,-1.6585632743859804
210,-1.0508676368603773,1.3421855883185916,-1.8252964127149964,-0.024350599109678878,-0.015406717857608526,-0.041714545192034866,-0.03996804243669067,-0.09439697074224672,-0.006208224741694612,-0.006388165387645218,-0.07027112036577111,-0.027012920768841937,0.1844139147757336,-1.3421855883185903
211,-1.0614162418179125,-0.6615397567748778,-1.6612391046265573,-0.034811847476417176,-0.020401158781189574,-0.0013166523001538013,-0.04211669795880131,-0.0961507877456955,-0.016230495813184677,0.03300698319590896,-0.07755493846118768,-0.033187145134782776,-0.07715623385304107,0.6615397567748794
212,-1.0508676368603773,-1.3997543575987874,-1.6284276430088696,-0.03493788661336583,-0.01867691261926447,-0.021044250513359865,-0.041666815886560044,-0.08206107035264168,-0.014109908783541453,0.00019415473707454662,-0.07059372605451585,-0.034017223997556266,-0.36743752740195457,1.3997543575987894
213,-1.0614162418179125,1.9749409604533712,,-0.03082060813970979,0.005646204252708936,0.7114720869725926,0.02244606567940635,0.3054016055436108,-0.014556547505867067,0.025673726966796522,-0.0731505621531926,-0.03091191947545119,-1.9618720859491945,-1.9749409604533703
214,-1.0614162418179125,1.9397878842236613,-1.8252964127149964,-0.033110319127610345,-0.009297552507648832,0.2827348315328007,-0.018453369586069253,0.04686894861925685,-0.014234639035254463,0.031776448727342255,-0.07525009412438426,-0.03137917912331086,-1.690157840715468,-1.9397878842236602
215,-1.0508676368603773,-1.3997543575987874,-0.15191187021291802,-0.03614576167579043,-0.020335343958988616,-0.04322690079375148,-0.04417865745657378,-0.0990722986138675,-0.015509880655527438,-0.005046187077388779,-0.07326380316134358,-0.035818179399827434,0.3215355879138421,1.3997543575987894
217,-1.0508676368603773,-0.7318459092342977,-0.7097067177136108,-0.033089312604785565,-0.019171807116413996,-0.06804946776016017,-0.044456319048035195,-0.11824819912724101,-0.01071848849706768,-0.02844223938130975,-0.08862549997446224,-0.03326422234009462,1.296309702588643,0.7318459092342994
227,-1.0614162418179125,1.4124917407780115,-0.9721984106551134,-0.03368799850529168,-0.021603991865391064,0.12641666756178982,-0.013890112629351194,0.0609950853141344,-0.019092112031724146,-0.012929807477851314,-0.07527467744237386,-0.030434309335353474,-1.724847219387468,-1.4124917407780104
230,-1.0614162418179125,0.4985117588055518,,-0.03369850176670407,-0.021522529490677667,0.004622214456161522,-0.026591080194891755,-0.12325699123118525,-0.01896034692770425,-0.03311869107527213,-0.115270694642562,-0.03202740019559356,-1.5397652951727874,-0.49851175880555043
231,-1.0508676368603773,1.7288694268454015,-0.5456494096251718,-0.035137448580201194,-0.01831974612820674,0.009445579275891422,-0.03982628272121882,-0.0877106145480471,-0.01491005587844449,0.008080782070025048,-0.08580425152775817,-0.034095162891025925,-0.785491188860836,-1.7288694268454003
232,-1.0508676368603773,1.8694817317642414,-1.726862027861933,-0.027365035135034188,-0.0036652324481148703,0.12847801634406064,-0.02152287747479873,0.02746201315993909,-0.01230787046317202,-0.01059754449360501,-0.08148166183669957,-0.03323085647196493,-1.7091661588604852,-1.8694817317642403
236,-1.0508676368603773,1.4124917407780115,-1.3331244884496793,-0.032427607135805135,-0.01517143891617744,0.0006331907168974272,-0.03763193605114618,-0.034375685130382985,-0.011210072440437552,0.002517883363067659,-0.047621358039912125,-0.03103345952539249,-0.7633676643256553,-1.4124917407780104
237,-1.0508676368603773,2.010094036683081,-1.6940505662442453,-0.03365648872105451,-0.019531401600492,-0.005980920995643245,-0.0416222963064945,-0.09761894085046445,-0.014822510519378945,0.026018956618390786,-0.07983435003248715,-0.032445729819075585,-0.11559292367050399,-2.01009403668308
238,-1.0508676368603773,2.010094036683081,-1.562804719773494,-0.031545333177164556,-0.012693640321121961,0.14690603655855838,-0.028163324311943263,-0.12152935060092228,-0.015504225555060019,-0.002497080520359646,-0.11574441055592474,-0.03558891396966706,-1.706073423677571,-2.01009403668308
240,-1.0508676368603773,-1.0482235953016876,,-0.03198647015648484,-0.01874069734994454,0.021874602400076555,-0.03955213583344679,-0.08872694068956545,-0.013817022485393593,0.05024376261543417,-0.07338965659619967,-0.02936688362466763,-0.23070379914747036,1.0482235953016894
242,-1.0508676368603773,-1.0482235953016876,-1.1034442571258647,-0.03375101807376601,-0.01864823603701008,-0.06271449504110171,-0.043747520470675906,-0.11295601933098089,-0.010466883620958555,-0.024067853226664354,-0.08430577139653234,-0.03264055725224297,0.871184036511727,1.0482235953016894
248,-1.0508676368603773,-1.2239889764502376,0.4386944389054626,-0.03655538887087356,-0.020628710287050055,-0.060292950864106166,-0.045286960686626486,-0.11254516408228198,-0.014509004170680516,-0.009893876405205162,-0.07553032415099939,-0.03528236152925463,1.567738364399472,1.2239889764502394
249,-1.0508676368603773,2.0804001891425012,,-0.03203898646354678,-0.020613472061886517,-0.025386799611579025,-0.04350969218769419,-0.10707316398326722,-0.014570530820131976,0.05806441083147452,-0.06647261429530622,-0.029404642581116334,1.4842672810070465,-2.0804001891425004
250,-1.0508676368603773,1.2367263596294615,-1.1034442571258647,-0.03360397241399257,-0.02215611762659001,-0.05877620819445686,-0.04191753141640283,-0.12075544043716811,-0.019224040495675332,-0.024145449139023098,-0.09943524703849373,-0.029836489306450453,0.44538623639261327,-1.2367263596294604
252,-1.0508676368603773,-1.2239889764502376,-1.6612391046265573,-0.03557858555952149,-0.020404192641009043,-0.025002718641818734,-0.04331521191688156,-0.10463989938016954,-0.01583054347824143,0.01543877991151717,-0.08214656897728648,-0.03433608914531911,0.19886108266555894,1.2239889764502394
259,-1.0508676368603773,-1.2239889764502376,-1.7596734894796209,-0.03084161466253457,-0.01827122848408929,-0.024381245559886362,-0.04149459540578018,-0.10122786604055924,-0.012740803632391239,0.005091436655473671,-0.0837720105242417,-0.03227556317663493,-0.1280861495075914,1.2239889764502394
263,-1.0508676368603773,1.2367263596294615,-1.6940505662442453,-0.03299478325207408,-0.02178661507614357,-0.03644602857042419,-0.0426849083885852,-0.06225124636689894,-0.018295699642143795,0.018739548542410892,-0.007620793621496921,-0.029704851338391427,0.8523649179727311,-1.2367263596294604
264,-1.0508676368603773,1.2367263596294615,,-0.0359146899247179,-0.01976215768617011,-0.030455399797768394,-0.043052780708074154,-0.11662640209290323,-0.015746441975313597,-0.009518966939534185,-0.10202079211816958,-0.036435342402464384,-0.3840826063239486,-1.2367263596294604
265,-1.0508676368603773,-1.5755197387473374,-0.44721502477210834,-0.03557858555952149,-0.018411909552921903,0.03362386079177952,-0.038682832454272266,-0.08786767278716191,-0.015873358375257045,0.008083109833069736,-0.09258254548917681,-0.03501971280152209,-1.0624366531355975,1.5755197387473394
266,-1.0508676368603773,1.2367263596294615,,-0.03678646062194609,-0.02083797167882733,0.017009309443155644,-0.04155668850429265,-0.1065302887654573,-0.017653993924944517,0.01953884434242782,-0.09737576625194155,-0.03572712812521079,-0.6832851353243868,-1.2367263596294604
267,-1.0508676368603773,1.7640225030751113,-0.31596917830135707,-0.034360207235684496,-0.019295066287338295,-0.03919018091346902,-0.04310198655972554,-0.11560097112592896,-0.013653329319997338,-0.00252713683784108,-0.09507438144555597,-0.03381703578943515,0.2088839895373505,-1.7640225030751102
275,-1.0508676368603773,-1.3646012813690775,-1.8252964127149964,-0.029875314612594888,-0.01929184033969821,0.10081325443270574,-0.03602571646509728,-0.06555174559467407,-0.01570868661670228,0.08973880258326691,-0.06589431677507739,-0.02773189868718171,-0.6575319312555806,1.3646012813690793
277,-1.0508676368603773,1.9046348079939512,,-0.0348748670448915,-0.018474289571857042,-0.04258793713935969,-0.04258532511738596,-0.0831855162964492,-0.013351172279435879,-0.01721939248773401,-0.0676293696667158,-0.034809985611815426,-0.21679851259751248,-1.9046348079939504
278,-1.0508676368603773,1.8694817317642414,0.07776836111089666,-0.03569412143505776,-0.02078426499257557,-0.05430744771005652,-0.04511474020584663,-0.1257767516761143,-0.015732942374561236,-0.009304874703114053,-0.10361735691667974,-0.03640358331036258,0.9213965442287998,-1.8694817317642403
279,-1.0508676368603773,-1.7512851198958874,-0.48002648638979617,-0.03431819419003495,-0.0200432257936951,-0.04895575951208398,-0.044222005468742866,-0.09177591911412046,-0.01479105564059245,-0.01134757334697622,-0.06260738138704548,-0.035676366348169807,0.3908796339857283,1.7512851198958892
284,-1.0508676368603773,-1.2239889764502376,0.7339975934646529,-0.03757420522787518,-0.01850698434344656,-0.040192923087337226,-0.04249159968566903,-0.09832115051375316,-0.015190408697145203,-0.029765745252235243,-0.09359926524318579,-0.03766897003462059,-0.8079471966952122,1.2239889764502394
285,-1.0508676368603773,-2.102815882192987,-0.7097067177136108,-0.034748827907942856,-0.018352499067757384,-0.05332885268125408,-0.043025834646455534,-0.10252530366802946,-0.012607670271014376,-0.025394078878849445,-0.08367203540574987,-0.03481070219537314,-0.04262605268758092,2.1028158821929894
289,-1.0508676368603773,-0.6966928330045877,-0.5784608712428596,-0.033961083302013764,-0.019949976764889098,-0.053229688790179204,-0.04436025048052534,-0.1068091240450452,-0.013172765597694756,-0.003023703807066544,-0.07065735713484385,-0.03339882443271782,1.1639629552113744,0.6966928330045894
290,-1.0508676368603773,-1.2942951289096576,-1.8252964127149964,-0.034696311600880915,-0.01821980904516615,0.06643207807737311,-0.03686455907896381,-0.06523193860053447,-0.01575570175942384,0.026340053361384615,-0.08061834686269286,-0.033313245073781736,-1.0798494384181263,1.2942951289096594
291,-1.0508676368603773,0.006368691589611988,,-0.03418165179167391,-0.019930026118742124,-0.046476994967676946,-0.04400292227210454,-0.11833014255634439,-0.013738066077125594,0.0018050787211917954,-0.09286854963248067,-0.03352097247479567,0.8300964463498672,-0.006368691589610491
293,-1.0508676368603773,1.2367263596294615,0.24182566919933574,-0.03641884647251252,-0.019883779547698793,-0.032123839621760276,-0.04323906000361156,-0.11196017904673837,-0.01567935005127031,-0.007267293574908948,-0.0962872495308514,-0.03617445567088328,-0.2546908200973983,-1.2367263596294604
296,-1.0508676368603773,-1.3997543575987874,,-0.03468580833946852,-0.02217126043849078,-0.07153348824335781,-0.04385413314925391,-0.12111280483631341,-0.01924584752519909,-0.037619404358885944,-0.09589039811182717,-0.03249524316439732,0.9878700199605308,1.3997543575987894
299,-1.0508676368603773,1.5882571219265613,1.2589809793476578,-0.03619827798285237,-0.018806288477754167,-0.07263306325773779,-0.04155786007218911,-0.10676359991776554,-0.014106116752436212,-0.04968399752964092,-0.0919140230605355,-0.033411927172658465,-0.2972538105572903,-1.5882571219265602
301,-1.0508676368603773,-1.0482235953016876,0.1433912843462723,-0.03622978776708954,-0.019692234974296008,-0.014648922897976457,-0.04219519300786424,-0.10642672137589608,-0.015344913325935527,0.011532704038510722,-0.090725873182746,-0.03421166234586953,-0.23823870543039952,1.0482235953016894
302,-1.0508676368603773,-1.7512851198958874,,-0.0348748670448915,-0.020663234975212597,-0.03923912720536693,-0.044251294666154406,-0.10719038861101232,-0.015372831281385987,0.017066760159193284,-0.0741720911353213,-0.03375380395124698,0.9639743056405713,1.7512851198958892
304,-1.0508676368603773,0.4282056063461318,-0.9721984106551134,-0.036723441053471764,-0.0209497322160992,-0.05468708198930371,-0.04527290187186895,-0.1023739359448246,-0.0160939332747354,-0.008933856057587033,-0.06635405038353974,-0.036718033954592506,0.9784628864034127,-0.4282056063461304
305,-1.0508676368603773,-1.0482235953016876,-1.726862027861933,-0.03317333869608467,-0.018914294733136987,-0.02674257670059569,-0.04215301656359162,-0.10453747009379032,-0.013430655059131292,0.007190749343864388,-0.08490502112805859,-0.03275343221988583,0.015599639662383256,1.0482235953016894
307,-1.0508676368603773,-1.3997543575987874,-1.7596734894796209,-0.034748827907942856,-0.018762021398041045,-0.05697938941498956,-0.04355304019986327,-0.11922469165738965,-0.012714747239652144,-0.026065661545851545,-0.09969896335673163,-0.03497059576260506,0.17309029875470866,1.3997543575987894
310,-1.0508676368603773,2.0804001891425012,,-0.033257364787383774,-0.017645102466618733,0.015715378279804775,-0.03894409209518321,-0.08408689401658641,-0.015078505086450743,-0.0011961716377810786,-0.08979324797553162,-0.035067146338847194,-1.035957645870604,-2.0804001891425004
313,-1.0508676368603773,-1.3997543575987874,,-0.03508493227313926,-0.021101371342353663,-0.03371953797434381,-0.04434033382628549,-0.1263697034339318,-0.016490322119005436,0.026703951717143255,-0.10429252916593378,-0.03398543632688207,0.9727841779480414,1.3997543575987894
316,-1.0508676368603773,-1.2239889764502376,,-0.026125650288372427,-0.01729621934548458,-0.029860908818434773,-0.040954502605511374,-0.047216903332792215,-0.006472950712754501,0.03495532471368088,0.0229306780133072,-0.023658979802860865,1.0265956998574683,1.2239889764502394
321,-1.0702067459491917,-0.5912336043154578,0.2090142075816479,-0.031219732073380534,-0.018254743431646736,-0.05524357222851712,-0.04303989346121308,-0.08206448466218765,-0.0089686416589723,-0.00896526708268401,-0.03283747582233953,-0.029884523801922636,1.0314105577613786,0.5912336043154595
325,-1.0702067459491917,1.3070325120888815,-1.1362557187435525,-0.02985430808977011,-0.015865823403766927,-0.0549907532544914,-0.04102362511140261,-0.05645147255147063,-0.007349331446396871,-0.02420092850815574,-0.02739957403659554,-0.029662106396502564,0.13522124044590245,-1.3070325120888804
338,-1.0702067459491917,0.18213407273816193,,-0.024151037142843508,0.0313428322875272,0.21307067575359112,0.08599659465507116,0.3644714368953297,-0.010112706979096747,-0.030391326676136237,-0.0666435250391904,-0.018342368646402988,-1.9605376703525659,-0.18213407273816046
341,-1.0702067459491917,1.8343286555345313,-1.3659359500673671,-0.030600039650049652,-0.018185549748326254,-0.03845893496776702,-0.042134271477248235,-0.03493221758637679,-0.009846353102943928,0.01164918362572565,0.026555652799328158,-0.028927664175213134,0.7090721803085722,-1.8343286555345302
344,-1.0702067459491917,1.7991755793048214,-0.18472333183060585,-0.033709005028116454,-0.018895746572920105,-0.04236214835065886,-0.042927422943152764,-0.09481693081640155,-0.012282629731532838,-0.0012899270282130026,-0.06575380871686932,-0.03239469191604492,0.42785668862808773,-1.7991755793048203
346,-1.0702067459491917,0.6391240637243918,,-0.03397158656342615,-0.01972217670970492,-0.042289930019310876,-0.0436163048662722,-0.08803952636764262,-0.014501097558139647,-0.0067069502293749545,-0.06235057478411279,-0.03499393124104198,0.20147518834430767,-0.6391240637243905
352,-1.0702067459491917,0.18213407273816193,,-0.03223854843038215,0.03216062092078083,0.21646478923214968,0.019421077370742414,0.3328549304996079,-0.012309470999887643,-0.038646872941559,-0.08230775826828769,-0.03473122234315186,-2.013002610048718,-0.18213407273816046
354,-1.0702067459491917,-0.028784384640098,-0.512837948007484,-0.032343581044506034,-0.007811682508503372,0.03467979207729992,-0.028049682225986486,0.08876025054199721,-0.01169491858358292,-0.02182067463541698,-0.046466453597344345,-0.03260032906931735,-1.5242926310789502,0.028784384640099504
355,-1.0702067459491917,-0.028784384640098,0.8652434399354042,-0.03285824085371304,0.006735997327075239,0.09871758035390057,-0.010923702715510337,0.28887748544427727,-0.010687045995875067,-0.027855088259433683,-0.04176747634046069,-0.03203154521984061,-1.8065216494610776,0.028784384640099504
362,-1.0702067459491917,1.4827978932374315,0.8652434399354042,-0.034013599609075705,-0.017846323399065205,-0.0715723006198952,-0.043522579434555266,-0.06991181888488322,-0.013647684121088603,-0.05102665898347524,-0.06670546580686841,-0.03804529036489808,-0.5820401520748055,-1.4827978932374304
363,-1.0702067459491917,-1.5403666625176275,-0.3487806399190449,-0.035893683401893126,-0.017900659100590487,-0.05050317896100837,-0.04250331536463365,-0.08380578253063452,-0.012493837161162282,-0.025949228562283315,-0.06868975500871492,-0.034748465239965505,-0.23412017628801676,1.5403666625176293
364,-1.0702067459491917,-0.6966928330045877,-0.15191187021291802,-0.03730112043115309,-0.021357497710730387,-0.06000202152134465,-0.04588328874592546,-0.12117881482086892,-0.016951326525670725,-0.013817246118743624,-0.09397406715387056,-0.03796645410681807,1.2622324278682615,0.6966928330045894
367,-1.0702067459491917,2.115553265372211,0.07776836111089666,-0.03232257452168126,-0.017488856423004205,-0.008733759002337383,-0.040047709053650064,-0.06493944608276268,-0.011694830411868157,0.019512614165302894,-0.04901845762813827,-0.030012980212184088,-0.1963685780198817,-2.1155532653722102
376,-1.0579000401654008,1.6585632743859813,-0.05347748535985459,-0.03411863222319958,-0.01933603515462289,-0.052304177091031454,-0.04379906945812021,-0.10618771970767787,-0.013677391965519311,-0.01899509542801434,-0.08348264552607759,-0.03527832651355698,0.23270337777012276,-1.6585632743859804
377,-1.0579000401654008,1.3421855883185916,-0.9393869490374256,-0.031576842961401716,-0.009743577978711648,-0.01904518040129008,-0.03407271278169574,-0.040114001373983736,0.0075874147631659625,0.0329509080552427,0.007363110832743132,-0.010346178216804315,0.46541434607497856,-1.3421855883185903
